name,club_abb,club,2021 guaranteed comp.,2022 guar. comp.,position,birth_city,birth_country,"height, cm","weight, kg",foot,games_played,game_started,sum,average,trim data,merge data,length,exact
Valentin Castellanos,NYC,New York City,776000,1076000,Forward,Mendoza,Argentina,178,70,Right,32,32,1852000,32,Valentin Castellanos,"Argentina , Mendoza",20,FALSE
Ola Kamara,DC,DC United,420000,1520000,Forward,,,185,82,,28,22,1940000,25,Ola Kamara," , ",10,TRUE
Javier Hernandez,LA,LA Galaxy,6000000,7443750,Forward,Guadalajara,Mexico,175,73,Right,21,20,13443750,20.5,Javier Hernandez,"Mexico , Guadalajara",16,FALSE
Raul Ruidiaz,SEA,Seattle Sounders,2100000,3201120,Forward,Lima,Peru,169,65,Right,26,24,5301120,25,Raul Ruidiaz,"Peru , Lima",12,FALSE
Damir Kreilach,RSL,Real Salt Lake,1350000,1762572,Midfielder,Vukovar,Croatia,186,79,Right,33,32,3112572,32.5,Damir Kreilach,"Croatia , Vukovar",14,FALSE
Hany Mukhtar,NSH,Nashville,1505000,1926250,Midfielder,Berlin,Germany,173,72,Both,31,28,3431250,29.5,Hany Mukhtar,"Germany , Berlin",12,FALSE
Daniel Salloi,SKC,Sporting Kansas City,456667,506667,Forward,Siófok,Hungary,185,70,Both,30,26,963334,28,Daniel Salloi,"Hungary , Siófok",13,FALSE
Gustavo Bou,NE,New England Revolutio,2120000,2675000,Forward,Entre Ríos,Argentina,176,72,Right,30,25,4795000,27.5,Gustavo Bou,"Argentina , Entre Ríos",11,FALSE
Johnny Russell,SKC,Sporting Kansas City,1600000,2000000,Forward,Glasgow,Scotland,178,79,Both,30,26,3600000,28,Johnny Russell,"Scotland , Glasgow",14,FALSE
Cristian Arango,LAFC,LAFC,659000,683000,Forward,Medellín,Colombia,178,70,Right,17,15,1342000,16,Cristian Arango,"Colombia , Medellín",15,FALSE
Gonzalo Higuain,MIA,Inter Miami,5793750,5793750,Forward,,,186,89,,30,28,11587500,29,Gonzalo Higuain," , ",15,TRUE
Cj Sapong,NSH,Nashville,427778,550000,Forward,Manassas,USA,185,84,Right,33,27,977778,30,Cj Sapong,"USA , Manassas",9,FALSE
Josef Martinez,ATL,Atlanta United,3891667,4141667,Forward,Valencia,Venezuela,172,74,Right,24,18,8033334,21,Josef Martinez,"Venezuela , Valencia",14,FALSE
Kacper Przybylko,PHI,Philadelphia Union,916250,1212504,Forward,Bielefeld,Germany,192,88,Both,34,29,2128754,31.5,Kacper Przybylko,"Germany , Bielefeld",16,FALSE
Brian White,VAN,Vancouver Whitecaps,216000,456000,Forward,Pittsburgh,USA,180,84,,27,23,672000,25,Brian White,"USA , Pittsburgh",11,FALSE
Lucas Zelarayan,CLB,Columbus Crew,1985000,3700000,Midfielder,Córdoba,Argentina,172,70,Right,32,28,5685000,30,Lucas Zelarayan,"Argentina , Córdoba",15,FALSE
Felipe Mora,POR,Portland Timbers,905000,955000,Forward,Santiago,Chile,175,68,Right,29,22,1860000,25.5,Felipe Mora,"Chile , Santiago",11,FALSE
Fafa Picault,HOU,Houston Dynamo,500000,600000,Midfielder,New York,USA,173,63,Right,31,29,1100000,30,Fafa Picault,"USA , New York",12,FALSE
Albert Rusnak,RSL,Real Salt Lake,2351667,1871667,Midfielder,Vyškov,Czech Republic,175,61,Both,34,34,4223334,34,Albert Rusnak,"Czech Republic , Vyškov",13,FALSE
Dairon Asprilla,POR,Portland Timbers,277500,352500,Forward,Istmina,Colombia,180,75,Right,34,25,630000,29.5,Dairon Asprilla,"Colombia , Istmina",15,FALSE
Cristian Dajome,VAN,Vancouver Whitecaps,447917,815625,Forward,Bogotá,Colombia,172,70,Right,33,31,1263542,32,Cristian Dajome,"Colombia , Bogotá",15,FALSE
Robin Lod,MIN,Minnesota United,952496,952496,Midfielder,Helsinki,Finland,181,82,Left,23,21,1904992,22,Robin Lod,"Finland , Helsinki",9,FALSE
Marcelino Moreno,ATL,Atlanta United,400000,568333,Midfielder,San Martin,Argentina,168,65,,32,30,968333,31,Marcelino Moreno,"Argentina , San Martin",16,FALSE
Jader Obrian,DAL,Dallas,444600,467100,Forward,María la Baja,Colombia,165,62,Right,34,25,911700,29.5,Jader Obrian,"Colombia , María la Baja",12,FALSE
Gyasi Zardes,CLB,Columbus Crew,1400000,1550000,Forward,Hawthorne,USA,188,80,Both,21,18,2950000,19.5,Gyasi Zardes,"USA , Hawthorne",12,FALSE
Michael Barrios,COL,Colorado Rapids,650000,680000,Forward,Barranquilla,Colombia,163,61,Right,33,25,1330000,29,Michael Barrios,"Colombia , Barranquilla",15,FALSE
Miguel Berry,CLB,Columbus Crew,85444,120000,Forward,Barcelona,Spain,191,82,,18,9,205444,13.5,Miguel Berry,"Spain , Barcelona",12,FALSE
Jesus Ferreira,DAL,Dallas,550000,1499000,Forward,Santa Marta,Colombia,173,68,Right,27,26,2049000,26.5,Jesus Ferreira,"Colombia , Santa Marta",14,FALSE
Anderson Julio,RSL,Real Salt Lake,485875,820000,Forward,Pimampiro,Ecuador,180,70,Right,30,10,1305875,20,Anderson Julio,"Ecuador , Pimampiro",14,FALSE
Patryk Klimala,RBNY,New York Red Bulls,1135000,1135000,Forward,,,183,76,,29,26,2270000,27.5,Patryk Klimala," , ",14,TRUE
Randall Leal,NSH,Nashville,477750,965000,Midfielder,San José,Costa Rica,169,74,Right,31,25,1442750,28,Randall Leal,"Costa Rica , San José",12,FALSE
Alan Pulido,SKC,Sporting Kansas City,2200000,2200000,Forward,Ciudad Victoria,Mexico,178,82,Right,21,15,4400000,18,Alan Pulido,"Mexico , Ciudad Victoria",11,FALSE
Romell Quioto,MTL,Montreal,885000,885000,Forward,Balfate,Honduras,178,69,Right,19,14,1770000,16.5,Romell Quioto,"Honduras , Balfate",13,FALSE
Rubio Rubin,RSL,Real Salt Lake,152067,582937,Forward,Beaverton,USA,178,82,,34,25,735004,29.5,Rubio Rubin,"USA , Beaverton",11,FALSE
Brenner Souza Da Silva,CIN,Cincinnati,1760418,2218600,Forward,,Brazil,175,70,,33,33,3979018,33,Brenner Souza Da Silva,"Brazil , ",22,FALSE
Luciano Acosta,CIN,Cincinnati,2222854,2222854,Midfielder,Rosario,Argentina,161,61,Right,31,30,4445708,30.5,Luciano Acosta,"Argentina , Rosario",14,FALSE
Ezequiel Barco,ATL,Atlanta United,2358333,2200000,Midfielder,Villa Gobernador Gálvez,Argentina,162,67,,25,23,4558333,24,Ezequiel Barco,"Argentina , Villa Gobernador Gálvez",14,FALSE
Sebastian Blanco,POR,Portland Timbers,2313333,1708000,Midfielder,Buenos Aires,Argentina,170,68,Both,24,12,4021333,18,Sebastian Blanco,"Argentina , Buenos Aires",16,FALSE
Diego Fagundez,ATX,Austin,400000,450000,Midfielder,Montevideo,Uruguay,173,64,,33,30,850000,31.5,Diego Fagundez,"Uruguay , Montevideo",14,FALSE
Franco Jara,DAL,Dallas,2977000,3227000,Forward,Villa María,Argentina,179,78,Right,29,12,6204000,20.5,Franco Jara,"Argentina , Villa María",11,FALSE
Jonathan Lewis,COL,Colorado Rapids,435000,435000,Midfielder,Plantation,USA,170,68,,27,12,870000,19.5,Jonathan Lewis,"USA , Plantation",14,FALSE
Fredy Montero,SEA,Seattle Sounders,81375,110000,Forward,Campo de la Cruz,Colombia,176,73,Right,29,15,191375,22,Fredy Montero,"Colombia , Campo de la Cruz",13,FALSE
Ismael Tajouri-Shradi,NYC,New York City,618985,647860,Forward,Bern,Switzerland,168,64,Left,23,14,1266845,18.5,Ismael Tajouri-Shradi,"Switzerland , Bern",21,FALSE
Mason Toye,MTL,Montreal,233000,558000,Forward,,,190,82,,14,10,791000,12,Mason Toye," , ",10,TRUE
Maximiliano Urruti,HOU,Houston Dynamo,1270146,661250,Forward,Rosario,Argentina,183,75,Right,30,25,1931396,27.5,Maximiliano Urruti,"Argentina , Rosario",18,FALSE
Paul Arriola,DC,DC United,1050000,1130000,Midfielder,Chula Vista,USA,167,66,,20,19,2180000,19.5,Paul Arriola,"USA , Chula Vista",12,FALSE
"Anthony Marcucci, Jr.",RBNY,New York Red Bulls,63547,66724,Midfielder,,,176,68,Right,27,24,130271,25.5,"Anthony Marcucci, Jr."," , ",21,TRUE
Yimmi Chara,POR,Portland Timbers,1503000,1803000,Midfielder,Cali,Colombia,168,77,Right,30,29,3306000,29.5,Yimmi Chara,"Colombia , Cali",11,FALSE
Cristian Roldan,SEA,Seattle Sounders,881542,981542,Midfielder,Artesia,USA,173,75,Right,28,27,1863084,27.5,Cristian Roldan,"USA , Artesia",15,FALSE
Sergio Santos,PHI,Philadelphia Union,728500,918500,Forward,Belo Horizonte,Brazil,183,84,Right,26,17,1647000,21.5,Sergio Santos,"Brazil , Belo Horizonte",13,FALSE
Dominique Badji,COL,Colorado Rapids,306250,555000,Forward,Dakar,Senegal,183,77,,12,3,861250,7.5,Dominique Badji,"Senegal , Dakar",15,FALSE
Cole Bassett,COL,Colorado Rapids,119000,450000,Midfielder,,,180,68,,32,23,569000,27.5,Cole Bassett," , ",12,TRUE
Kevin Cabral,LA,LA Galaxy,1440000,1650000,Forward,,,185,69,,28,24,3090000,26,Kevin Cabral," , ",12,TRUE
Deiber Caicedo,VAN,Vancouver Whitecaps,331125,331125,Forward,Barbacoas,Colombia,168,66,,33,24,662250,28.5,Deiber Caicedo,"Colombia , Barbacoas",14,FALSE
Jose Cifuentes,LAFC,LAFC,411750,411750,Midfielder,Esmeraldas,Ecuador,178,70,Right,32,26,823500,29,Jose Cifuentes,"Ecuador , Esmeraldas",14,FALSE
Cade Cowell,SJ,San Jose Earthquakes,130000,635364,Forward,Ceres,USA,175,79,Right,33,14,765364,23.5,Cade Cowell,"USA , Ceres",11,FALSE
Sebastian Driussi,ATX,Austin,2688420,2317000,Forward,Buenos Aires,Argentina,179,80,Both,17,16,5005420,16.5,Sebastian Driussi,"Argentina , Buenos Aires",17,FALSE
Franco Fragapane,MIN,Minnesota United,142500,257496,Forward,Mendoza,Argentina,169,66,Right,19,19,399996,19,Franco Fragapane,"Argentina , Mendoza",16,FALSE
Gadi Kinda,SKC,Sporting Kansas City,918000,918000,Midfielder,Ashdod,Israel,173,65,Right,26,24,1836000,25,Gadi Kinda,"Israel , Ashdod",10,FALSE
Sacha Kljestan,LA,LA Galaxy,247350,84000,Midfielder,"Huntington Beach, CA",USA,185,68,Both,31,13,331350,22,Sacha Kljestan,"USA , Huntington Beach, CA",14,FALSE
Emanuel Reynoso,MIN,Minnesota United,966910,1066910,Midfielder,Córdoba,Argentina,177,65,Left,29,28,2033820,28.5,Emanuel Reynoso,"Argentina , Córdoba",15,FALSE
Diego Rubio Kostner,COL,Colorado Rapids,629583,629583,Forward,Santiago de Chile,Chile,180,77,Right,26,19,1259166,22.5,Diego Rubio Kostner,"Chile , Santiago de Chile",19,FALSE
Carlos Vela,LAFC,LAFC,6300000,2737500,Forward,Cancún,Mexico,177,77,Left,20,15,9037500,17.5,Carlos Vela,"Mexico , Cancún",11,FALSE
Jozy Altidore,TOR,Toronto,3602250,4264963,Forward,Livingston,USA,185,79,Right,16,8,7867213,12,Jozy Altidore,"USA , Livingston",13,FALSE
Cory Burke,PHI,Philadelphia Union,400770,450770,Forward,Kingston,Jamaica,193,82,,19,10,851540,14.5,Cory Burke,"Jamaica , Kingston",10,FALSE
Caden Clark,RBNY,New York Red Bulls,143973,331850,Midfielder,Medina,USA,180,68,,24,17,475823,20.5,Caden Clark,"USA , Medina",11,FALSE
Junior Urso,ORL,Orlando City,730000,780000,Midfielder,,,180,72,,30,29,1510000,29.5,Junior Urso," , ",11,TRUE
Thiago De Andrade,NYC,New York City,199600,199600,Forward,,Brazil,180,68,,21,9,399200,15,Thiago De Andrade,"Brazil , ",17,FALSE
Luiz Araujo,ATL,Atlanta United,3941667,4480333,Forward,Taquaritinga,Brazil,175,70,Left,15,13,8422000,14,Luiz Araujo,"Brazil , Taquaritinga",11,FALSE
Ryan Gauld,VAN,Vancouver Whitecaps,2025000,2265000,Midfielder,Aberdeen,Scotland,169,68,,18,13,4290000,15.5,Ryan Gauld,"Scotland , Aberdeen",10,FALSE
Daniel Gazdag,PHI,Philadelphia Union,336250,586250,Midfielder,,Hungary,178,76,,23,17,922500,20,Daniel Gazdag,"Hungary , ",13,FALSE
Carles Gil,NE,New England Revolutio,3045833,3545833,Midfielder,Valencia,Spain,171,65,Left,28,24,6591666,26,Carles Gil,"Spain , Valencia",10,FALSE
Sunusi Ibrahim,MTL,Montreal,291250,291250,Forward,Keffi,Nigeria,,,,26,9,582500,17.5,Sunusi Ibrahim,"Nigeria , Keffi",14,FALSE
Benjamin Kikanovic,SJ,San Jose Earthquakes,69322,91219,Forward,San Jose,USA,183,75,,17,9,160541,13,Benjamin Kikanovic,"USA , San Jose",18,FALSE
Pedro Santos,CLB,Columbus Crew,864560,687500,Midfielder,,Portugal,179,76,Left,32,30,1552060,31,Pedro Santos,"Portugal , ",12,FALSE
Mamadou Fall,LAFC,LAFC,94125,118750,Defender,Rufisque,Senegal,188,74,,19,16,212875,17.5,Mamadou Fall,"Senegal , Rufisque",12,FALSE
Jimmy Medranda,SEA,Seattle Sounders,190000,210000,Defender,Mosquera,Colombia,166,69,Left,25,15,400000,20,Jimmy Medranda,"Colombia , Mosquera",14,FALSE
Benji Michel,ORL,Orlando City,115553,121303,Forward,,,178,75,,34,19,236856,26.5,Benji Michel," , ",12,TRUE
Djordje Mihailovic,MTL,Montreal,651875,751875,Midfielder,"Jacksonville, FL",USA,178,69,,34,32,1403750,33,Djordje Mihailovic,"USA , Jacksonville, FL",18,FALSE
Danny Musovski,LAFC,LAFC,85444,93988,Forward,Henderson,USA,183,77,Right,22,5,179432,13.5,Danny Musovski,"USA , Henderson",14,FALSE
Jonathan Osorio,TOR,Toronto,876250,1026250,Midfielder,Toronto,Canada,175,69,,24,19,1902500,21.5,Jonathan Osorio,"Canada , Toronto",15,FALSE
Keaton Parks,NYC,New York City,350000,500000,Midfielder,Plano,USA,191,81,Right,31,28,850000,29.5,Keaton Parks,"USA , Plano",12,FALSE
Alexander Ring,ATX,Austin,1095000,1640000,Midfielder,Helsinki,Finland,178,73,Right,31,31,2735000,31,Alexander Ring,"Finland , Helsinki",14,FALSE
Nigel Robertha,DC,DC United,622406,622406,Forward,,,185,77,Left,18,9,1244812,13.5,Nigel Robertha," , ",14,TRUE
Joaquin Torres,MTL,Montreal,249800,279800,Midfielder,Neuquén,Argentina,165,61,Left,28,22,529600,25,Joaquin Torres,"Argentina , Neuquén",14,FALSE
Brandon Vazquez,CIN,Cincinnati,279167,517500,Forward,Chula Vista,USA,188,89,,31,6,796667,18.5,Brandon Vazquez,"USA , Chula Vista",15,FALSE
Paxten Aaronson,PHI,Philadelphia Union,91500,111500,Midfielder,,,175,63,Right,14,5,203000,9.5,Paxten Aaronson," , ",15,TRUE
Tesho Akindele,ORL,Orlando City,290000,340000,Forward,,,185,77,,32,15,630000,23.5,Tesho Akindele," , ",14,TRUE
Ayo Akinola,TOR,Toronto,157513,671875,Forward,,USA,177,89,,11,8,829388,9.5,Ayo Akinola,"USA , ",11,FALSE
Alvaro Barreal,CIN,Cincinnati,300000,350000,Midfielder,Buenos Aires,Argentina,172,66,Left,33,26,650000,29.5,Alvaro Barreal,"Argentina , Buenos Aires",14,FALSE
Alejandro Bedoya,PHI,Philadelphia Union,1023333,1110000,Midfielder,Englewood,USA,180,73,Right,32,30,2133333,31,Alejandro Bedoya,"USA , Englewood",16,FALSE
Will Bruin,SEA,Seattle Sounders,458333,260000,Forward,St. Louis,USA,188,88,,24,16,718333,20,Will Bruin,"USA , St. Louis",10,FALSE
Teal Bunbury,NE,New England Revolutio,391667,444167,Forward,Hamilton,Canada,188,80,Both,29,12,835834,20.5,Teal Bunbury,"Canada , Hamilton",12,FALSE
Rudy Camacho,MTL,Montreal,851653,554000,Defender,L'Arbresle,France,185,79,,31,31,1405653,31,Rudy Camacho,"France , L'Arbresle",12,FALSE
Lucas Cavallini,VAN,Vancouver Whitecaps,1362500,1462500,Forward,Toronto,Canada,180,86,Left,21,14,2825000,17.5,Lucas Cavallini,"Canada , Toronto",15,FALSE
Marco Delgado,TOR,Toronto,581250,726250,Midfielder,Glendora,USA,176,67,,30,27,1307500,28.5,Marco Delgado,"USA , Glendora",13,FALSE
Cristian Espinoza,SJ,San Jose Earthquakes,1265000,1265000,Midfielder,Buenos Aires,Argentina,175,73,Right,32,28,2530000,30,Cristian Espinoza,"Argentina , Buenos Aires",17,FALSE
Omir Fernandez,RBNY,New York Red Bulls,130000,155000,Midfielder,Bronx,USA,170,64,,22,8,285000,15,Omir Fernandez,"USA , Bronx",14,FALSE
Ethan Finlay,MIN,Minnesota United,450000,350000,Midfielder,Duluth,USA,176,73,,30,19,800000,24.5,Ethan Finlay,"USA , Duluth",12,FALSE
Jon Gallagher,ATX,Austin,81375,155000,Defender,,,175,72,,27,13,236375,20,Jon Gallagher," , ",13,TRUE
Jakob Glesnes,PHI,Philadelphia Union,448125,739063,Defender,Bergen,Norway,188,84,Right,34,34,1187188,34,Jakob Glesnes,"Norway , Bergen",13,FALSE
Omar Gonzalez,TOR,Toronto,1055936,450000,Defender,Dallas,USA,196,94,Right,27,26,1505936,26.5,Omar Gonzalez,"USA , Dallas",13,FALSE
Samuel Grandsir,LA,LA Galaxy,938427,988427,Forward,Evreux,France,170,65,Right,34,24,1926854,29,Samuel Grandsir,"France , Evreux",15,FALSE
Ryan Hollingshead,DAL,Dallas,346500,393750,Defender,Granite Bay,USA,188,84,,30,30,740250,30,Ryan Hollingshead,"USA , Granite Bay",17,FALSE
Robin Jansson,ORL,Orlando City,556250,581250,Defender,Trollhättan,Sweden,187,87,,28,26,1137500,27,Robin Jansson,"Sweden , Trollhättan",13,FALSE
Dejuan Jones,NE,New England Revolutio,99938,370000,Defender,,USA,181,75,,31,29,469938,30,Dejuan Jones,"USA , ",12,FALSE
Richie Laryea,TOR,Toronto,226953,1276745,Midfielder,Toronto,Canada,175,68,Right,27,26,1503698,26.5,Richie Laryea,"Canada , Toronto",13,FALSE
Sebastian Lletget,LA,LA Galaxy,923750,1023750,Midfielder,San Francisco,,178,69,Left,26,21,1947500,23.5,Sebastian Lletget," , San Francisco",17,FALSE
Maxi Moralez,NYC,New York City,3285000,1300000,Midfielder,Granadero Baigorria,Argentina,160,52,Right,30,27,4585000,28.5,Maxi Moralez,"Argentina , Granadero Baigorria",12,FALSE
Chris Mueller,ORL,Orlando City,137465,612316,Forward,Schaumburg,USA,175,74,,29,18,749781,23.5,Chris Mueller,"USA , Schaumburg",13,FALSE
Alex Muyl,NSH,Nashville,246563,331562,Midfielder,New York,USA,180,79,,32,16,578125,24,Alex Muyl,"USA , New York",9,FALSE
Jaroslaw Niezgoda,POR,Portland Timbers,908758,976758,Forward,Poniatowa,Poland,185,77,Both,13,3,1885516,8,Jaroslaw Niezgoda,"Poland , Poniatowa",17,FALSE
Cristhian Paredes,POR,Portland Timbers,283500,350000,Midfielder,Paraguarí,Paraguay,183,70,Right,20,13,633500,16.5,Cristhian Paredes,"Paraguay , Paraguarí",17,FALSE
Rodolfo Pizarro,MIA,Inter Miami,3350000,3350000,Midfielder,Tampico,Mexico,175,71,Right,27,20,6700000,23.5,Rodolfo Pizarro,"Mexico , Tampico",15,FALSE
Darwin Quintero,HOU,Houston Dynamo,1352055,661250,Forward,Tumaco,Colombia,164,61,Right,20,9,2013305,14.5,Darwin Quintero,"Colombia , Tumaco",15,FALSE
Santiago Rodriguez,NYC,New York City,612500,612500,Midfielder,Montevideo,Uruguay,168,62,Right,21,11,1225000,16,Santiago Rodriguez,"Uruguay , Montevideo",18,FALSE
Jacob Shaffelburg,TOR,Toronto,116500,136500,Forward,Port Williams,Canada,177,75,,20,11,253000,15.5,Jacob Shaffelburg,"Canada , Port Williams",17,FALSE
Khiry Shelton,SKC,Sporting Kansas City,650000,350000,Forward,Fort Carson,USA,191,86,Right,31,25,1000000,28,Khiry Shelton,"USA , Fort Carson",13,FALSE
Brad Smith,SEA,Seattle Sounders,566250,591250,Defender,,,178,70,,27,20,1157500,23.5,Brad Smith," , ",10,TRUE
Indiana Vassilev,MIA,Inter Miami,81375,134000,Midfielder,,,173,72,,21,7,215375,14,Indiana Vassilev," , ",16,TRUE
Victor Vazquez,LA,LA Galaxy,439167,440000,Midfielder,Barcelona,Spain,180,78,Right,28,21,879167,24.5,Victor Vazquez,"Spain , Barcelona",14,FALSE
Matias Gabriel Vera,HOU,Houston Dynamo,356250,622812,Midfielder,,Argentina,168,65,Right,30,29,979062,29.5,Matias Gabriel Vera,"Argentina , ",19,FALSE
Kai Wagner,PHI,Philadelphia Union,521000,581000,Defender,Geislingen an der Steige,Germany,183,80,Left,33,31,1102000,32,Kai Wagner,"Germany , Geislingen an der Steige",10,FALSE
Jackson Yueill,SJ,San Jose Earthquakes,636875,736875,Midfielder,Bloomington,USA,175,76,,29,28,1373750,28.5,Jackson Yueill,"USA , Bloomington",14,FALSE
Walker Zimmerman,NSH,Nashville,981050,2345214,Defender,Lawrenceville,USA,188,89,Right,25,22,3326264,23.5,Walker Zimmerman,"USA , Lawrenceville",16,FALSE
Lalas Abubakar,COL,Colorado Rapids,247125,272125,Defender,Khumasi,Ghana,185,82,,24,23,519250,23.5,Lalas Abubakar,"Ghana , Khumasi",14,FALSE
Ifunanyachi Achara,TOR,Toronto,66724,84000,Forward,Enugu,Nigeria,178,73,,14,10,150724,12,Ifunanyachi Achara,"Nigeria , Enugu",18,FALSE
Efrain Alvarez,LA,LA Galaxy,612167,706250,Midfielder,Los Angeles,USA,173,68,Left,26,16,1318417,21,Efrain Alvarez,"USA , Los Angeles",14,FALSE
Xavier Arreaga,SEA,Seattle Sounders,500850,700000,Defender,Guayaquil,Ecuador,184,75,Right,26,25,1200850,25.5,Xavier Arreaga,"Ecuador , Guayaquil",14,FALSE
Talles Magno,NYC,New York City,1198000,1198000,Forward,Rio de Janeiro,,185,70,,15,5,2396000,10,Talles Magno," , Rio de Janeiro",12,FALSE
Steven Birnbaum,DC,DC United,712500,762500,Defender,Newport,USA,186,80,Right,21,18,1475000,19.5,Steven Birnbaum,"USA , Newport",15,FALSE
Latif Blessing,LAFC,LAFC,376667,416667,Forward,Accra,Ghana,170,64,Both,30,25,793334,27.5,Latif Blessing,"Ghana , Accra",14,FALSE
Emmanuel Boateng,NE,New England Revolutio,200000,225000,Midfielder,,,168,68,Right,12,4,425000,8,Emmanuel Boateng," , ",16,TRUE
Zachary Brault-Guillard,MTL,Montreal,203625,319375,Defender,Port-au-Prince,Haiti,171,65,Right,30,23,523000,26.5,Zachary Brault-Guillard,"Haiti , Port-au-Prince",23,FALSE
Brandon Bye,NE,New England Revolutio,178875,343813,Defender,Portage,USA,183,79,,29,27,522688,28,Brandon Bye,"USA , Portage",11,FALSE
Julio Cascante,ATX,Austin,317500,337500,Defender,Puerto Limón,Costa Rica,186,75,Right,31,27,655000,29,Julio Cascante,"Costa Rica , Puerto Limón",14,FALSE
Maikel Chang,RSL,Real Salt Lake,85444,98261,Midfielder,Havana,Cuba,177,75,,28,12,183705,20,Maikel Chang,"Cuba , Havana",12,FALSE
Diego Chara,POR,Portland Timbers,668750,683333,Midfielder,Cali,Colombia,173,68,Right,28,27,1352083,27.5,Diego Chara,"Colombia , Cali",11,FALSE
Mathieu Choiniere,MTL,Montreal,114238,134238,Midfielder,Québec,Canada,176,68,,26,24,248476,25,Mathieu Choiniere,"Canada , Québec",17,FALSE
Antonio Carlos,ORL,Orlando City,865000,925000,Defender,Rio de Janeiro,Brazil,191,79,Right,29,28,1790000,28.5,Antonio Carlos,"Brazil , Rio de Janeiro",14,FALSE
Griffin Dorsey,HOU,Houston Dynamo,129000,144000,Midfielder,Evergreen,USA,182,72,Right,20,17,273000,18.5,Griffin Dorsey,"USA , Evergreen",14,FALSE
Hassani Dotson,MIN,Minnesota United,81375,457500,Midfielder,Federal Way,USA,180,77,,29,26,538875,27.5,Hassani Dotson,"USA , Federal Way",14,FALSE
Cameron Duke,SKC,Sporting Kansas City,84375,93000,Midfielder,Overland Park,USA,168,61,,16,6,177375,11,Cameron Duke,"USA , Overland Park",12,FALSE
Jack Elliott,PHI,Philadelphia Union,340000,793750,Defender,London,England,198,83,,33,33,1133750,33,Jack Elliott,"England , London",12,FALSE
George Fochive,POR,Portland Timbers,240000,84000,Midfielder,Washington,USA,176,79,,22,11,324000,16.5,George Fochive,"USA , Washington",14,FALSE
Braian Galvan,COL,Colorado Rapids,252375,414322,Midfielder,San Miguel de Tucumán,Argentina,166,64,,24,14,666697,19,Braian Galvan,"Argentina , San Miguel de Tucumán",13,FALSE
Gaston Gimenez,CHI,Chicago Fire,2358667,2360667,Midfielder,Formosa,Argentina,188,82,Left,25,22,4719334,23.5,Gaston Gimenez,"Argentina , Formosa",14,FALSE
Justen Glad,RSL,Real Salt Lake,660031,735031,Defender,Pasadena,USA,183,66,,31,31,1395062,31,Justen Glad,"USA , Pasadena",11,FALSE
Julian Gressel,DC,DC United,760781,969781,Defender,,,185,84,,34,31,1730562,32.5,Julian Gressel," , ",14,TRUE
Andrew Gutman,RBNY,New York Red Bulls,306250,331250,Defender,Hinsdale,USA,178,72,,22,19,637500,20.5,Andrew Gutman,"USA , Hinsdale",13,FALSE
Luke Haakenson,NSH,Nashville,66724,84000,Midfielder,Maple Grove,USA,178,79,,19,3,150724,11,Luke Haakenson,"USA , Maple Grove",14,FALSE
Ahmed Hamdi,MTL,Montreal,497500,572500,Midfielder,,Egypt,178,68,,23,9,1070000,16,Ahmed Hamdi,"Egypt , ",11,FALSE
Bjorn Johnsen,MTL,Montreal,1036667,1236667,Forward,New York,USA,195,81,Right,26,10,2273334,18,Bjorn Johnsen,"USA , New York",13,FALSE
Dejan Joveljic,LA,LA Galaxy,612500,612500,Forward,Bijeljina,Bosnia and Herzegovina,181,75,Right,14,6,1225000,10,Dejan Joveljic,"Bosnia and Herzegovina , Bijeljina",14,FALSE
Brent Kallman,MIN,Minnesota United,158125,168000,Defender,Omaha,USA,188,86,,20,13,326125,16.5,Brent Kallman,"USA , Omaha",13,FALSE
Christian Makoun,MIA,Inter Miami,175000,200000,Defender,,,185,75,,26,23,375000,24.5,Christian Makoun," , ",16,TRUE
Ronald Matarrita,CIN,Cincinnati,756875,806875,Defender,Alajuela,Costa Rica,175,70,Left,22,22,1563750,22,Ronald Matarrita,"Costa Rica , Alajuela",16,FALSE
Thomas Mcnamara,NE,New England Revolutio,225000,240000,Midfielder,West Nyack,USA,176,78,,32,21,465000,26.5,Thomas Mcnamara,"USA , West Nyack",15,FALSE
Jonathan Mensah,CLB,Columbus Crew,1140667,1140667,Defender,Accra,Ghana,188,83,Right,29,28,2281334,28.5,Jonathan Mensah,"Ghana , Accra",15,FALSE
Justin Meram,RSL,Real Salt Lake,500000,468750,Forward,Shelby Township,USA,185,75,,31,15,968750,23,Justin Meram,"USA , Shelby Township",12,FALSE
Jamiro Monteiro,PHI,Philadelphia Union,1476250,1293500,Midfielder,Rotterdam,Netherlands,172,63,Right,27,26,2769750,26.5,Jamiro Monteiro,"Netherlands , Rotterdam",15,FALSE
Lewis Morgan,MIA,Inter Miami,553125,653125,Midfielder,Paisley,Scotland,178,75,Left,34,34,1206250,34,Lewis Morgan,"Scotland , Paisley",12,FALSE
Darlington Nagbe,CLB,Columbus Crew,1710000,1760000,Midfielder,Monrovia,Liberia,176,75,Right,33,33,3470000,33,Darlington Nagbe,"Liberia , Monrovia",16,FALSE
Andres Perea,ORL,Orlando City,188500,248500,Midfielder,,,183,72,,27,16,437000,21.5,Andres Perea," , ",12,TRUE
Tomas Pochettino,ATX,Austin,642447,585000,Midfielder,,,178,75,,31,26,1227447,28.5,Tomas Pochettino," , ",16,TRUE
